id	command_preview	group_id
1464	nbcheckers\n
 .-.\n
|  '   8:10\n
'._,HECKERS \n
┌───────────────┐\n
│  O   O   .   .│\n
│O   O   O 	1243
1465	nbfifteen\n
.--\n
|__\n
|  IFTEEN\n
┌───────┐\n
│1 2 3 8│\n
│f 7   4│\n
│a e b c│\n
│9 5 6 d│\n
└───	1244
1466	nbmemoblocks\n
.  .      _\n
|\/|     |_)\n
|  |EMORY|_)LOCKS\n
┌────────────────┐\n
│..............	1245
1467	nbpipes\n\n
 _     ┌────────────────────┐\n
|_)    │└ ┼┼┘┘└┐┌└┐┘┌┐┘┐┼┘┘┌│\n
| IPES │└┐└┘┐└┘ ┌───────	1246
1468	nbreversi\n
 _\n
|_)  5:18\n
| \EVERSI \n
┌───────────────┐\n
│. X . X X X X X│\n
│. . X . O O . .│\	1247
1469	nbsos\n
 _  _  _\n
(_'| |(_'  9 vs 2\n
._):_:._)\n
┌───────────┐\n
│_ _ _ _ S _│\n
│_ S O S O _│\n
│	1248
1470	nbsudoku\n
 _\n
(_       Solved:40/81\n
 _)UDOKU Left  :41/81\n
┌─────┬─────┬─────┐\n
│5    │  7 6│9	1236
1471	lnd # Lightning Network	1216
1472	getconf LONG_BIT	1249
1473	history | awk '{a[$2]++}END{for(i in a){print a[i] " " i}}' | sort -rn | head	1250
1474	echo "You can simulate on-screen typing just like in the movies" | pv -qL 10	1251
1475	ping -i 60 -a IP_address	1252
1476	<alt> + <print screen/sys rq> + <R> - <S> - <E> - <I> - <U> - <B>	1253
1477	mv filename.{old,new}	1254
1478	ps aux | sort -nk +4 | tail	1255
1479	rm !(*.foo|*.bar|*.baz)	1256
1480	pushd /tmp	1257
1481	echo "!!" > foo.sh	1258
1482	lsof -i	1259
1483	some_very_long_and_complex_command # label	1260
1484	\[command]	1261
1485	lsof -P -i -n	1262
1486	diff <(sort file1) <(sort file2)	1263
1487	!*	1264
1488	echo "The date is: $(date +%D)"	1265
1489	nc -v -l 80 < file.ext	1266
1490	man hier	1267
1491	awk '/start_pattern/,/stop_pattern/' file.txt	1268
1492	CDPATH=:..:~:~/projects	1269
1493	ifconfig | convert label:@- ip.png	1270
1494	vim -x <FILENAME>	1271
1495	awk '!x[$0]++' <file>	1272
1496	ssh-copy-id username@hostname	1273
1497	sudo !!	1274
1498	python -m SimpleHTTPServer	1275
1499	^foo^bar	1276
1500	ctrl-x e	1277
1501	'ALT+.' or '<ESC> .'	1278
1502	mount | column -t	1279
1503	reset	1280
1504	curl ifconfig.me	1281
1505	echo "ls -l" | at midnight	1282
1506	man ascii	1283
1507	dd if=/dev/dsp | ssh -c arcfour -C username@host dd of=/dev/dsp	1284
1508	<ctrl+u> [...] <ctrl+y>	1285
1509	dig +short txt <keyword>.wp.dg.cx	1286
1510	sshfs name@server:/path/to/folder /path/to/mount/point	1287
1511	mount -t tmpfs tmpfs /mnt -o size=1024m	1288
1512	wget --random-wait -r -p -e robots=off -U mozilla http://www.example.com	1289
1513	ctrl-l	1290
1514	ssh user@host cat /path/to/remotefile | diff /path/to/localfile -	1291
1515	ssh -t reachable_host ssh unreachable_host	1292
1516	curl -u user:pass -d status="Tweeting from the shell" http://twitter.com/statuses/update.xml	1293
1517	time read (ctrl-d to stop)	1294
1518	while sleep 1;do tput sc;tput cup 0 $(($(tput cols)-29));date;tput rc;done &	1295
1519	less +F somelogfile	1296
1520	disown -a && exit	1297
1521	telnet towel.blinkenlights.nl	1298
1522	sudo !!	1299
1523	python -m SimpleHTTPServer	1300
1524	^foo^bar	1301
1525	ctrl-x e	1302
1526	'ALT+.' or '<ESC> .'	1303
1527	mount | column -t	1304
1528	reset	1305
1529	curl ifconfig.me	1306
1530	echo "ls -l" | at midnight	1307
1531	man ascii	1308
1532	dd if=/dev/dsp | ssh -c arcfour -C username@host dd of=/dev/dsp	1309
1533	<ctrl+u> [...] <ctrl+y>	1310
1534	dig +short txt <keyword>.wp.dg.cx	1311
1535	sshfs name@server:/path/to/folder /path/to/mount/point	1312
1536	mount -t tmpfs tmpfs /mnt -o size=1024m	1313
1537	wget --random-wait -r -p -e robots=off -U mozilla http://www.example.com	1314
1538	ctrl-l	1315
1539	ssh user@host cat /path/to/remotefile | diff /path/to/localfile -	1316
1540	ssh -t reachable_host ssh unreachable_host	1317
1541	curl -u user:pass -d status="Tweeting from the shell" http://twitter.com/statuses/update.xml	1318
1542	time read (ctrl-d to stop)	1319
1543	while sleep 1;do tput sc;tput cup 0 $(($(tput cols)-29));date;tput rc;done &	1320
1544	less +F somelogfile	1321
1545	disown -a && exit	1322
1546	telnet towel.blinkenlights.nl	1323
1547	sudo !!	1324
1548	python -m SimpleHTTPServer	1325
1549	^foo^bar	1326
1550	ctrl-x e	1327
1551	'ALT+.' or '<ESC> .'	1328
1552	mount | column -t	1329
1553	reset	1330
1554	curl ifconfig.me	1331
1555	echo "ls -l" | at midnight	1332
1556	man ascii	1333
1557	dd if=/dev/dsp | ssh -c arcfour -C username@host dd of=/dev/dsp	1334
1558	<ctrl+u> [...] <ctrl+y>	1335
1559	dig +short txt <keyword>.wp.dg.cx	1336
1560	sshfs name@server:/path/to/folder /path/to/mount/point	1337
1561	mount -t tmpfs tmpfs /mnt -o size=1024m	1338
1562	wget --random-wait -r -p -e robots=off -U mozilla http://www.example.com	1339
1563	ctrl-l	1340
1564	ssh user@host cat /path/to/remotefile | diff /path/to/localfile -	1341
1565	ssh -t reachable_host ssh unreachable_host	1342
1566	curl -u user:pass -d status="Tweeting from the shell" http://twitter.com/statuses/update.xml	1343
1567	time read (ctrl-d to stop)	1344
1568	while sleep 1;do tput sc;tput cup 0 $(($(tput cols)-29));date;tput rc;done &	1345
1569	less +F somelogfile	1346
1570	disown -a && exit	1347
1571	telnet towel.blinkenlights.nl	1348
1572	sudo !!	1349
1573	python -m SimpleHTTPServer	1350
1574	^foo^bar	1351
1575	ctrl-x e	1352
1576	'ALT+.' or '<ESC> .'	1353
1577	mount | column -t	1354
1578	reset	1355
1579	curl ifconfig.me	1356
1580	echo "ls -l" | at midnight	1357
1581	man ascii	1358
1582	dd if=/dev/dsp | ssh -c arcfour -C username@host dd of=/dev/dsp	1359
1583	<ctrl+u> [...] <ctrl+y>	1360
1584	dig +short txt <keyword>.wp.dg.cx	1361
1585	sshfs name@server:/path/to/folder /path/to/mount/point	1362
1586	mount -t tmpfs tmpfs /mnt -o size=1024m	1363
1587	wget --random-wait -r -p -e robots=off -U mozilla http://www.example.com	1364
1588	ctrl-l	1365
1589	ssh user@host cat /path/to/remotefile | diff /path/to/localfile -	1366
1590	ssh -t reachable_host ssh unreachable_host	1367
1591	curl -u user:pass -d status="Tweeting from the shell" http://twitter.com/statuses/update.xml	1368
1592	time read (ctrl-d to stop)	1369
1593	while sleep 1;do tput sc;tput cup 0 $(($(tput cols)-29));date;tput rc;done &	1370
1594	less +F somelogfile	1371
1595	disown -a && exit	1372
1596	telnet towel.blinkenlights.nl	1373
1597	sudo !!	1374
1598	python -m SimpleHTTPServer	1375
1599	^foo^bar	1376
1600	ctrl-x e	1377
1601	'ALT+.' or '<ESC> .'	1378
1602	mount | column -t	1379
1603	reset	1380
1604	curl ifconfig.me	1381
1605	echo "ls -l" | at midnight	1382
1606	man ascii	1383
1607	dd if=/dev/dsp | ssh -c arcfour -C username@host dd of=/dev/dsp	1384
1608	<ctrl+u> [...] <ctrl+y>	1385
1609	dig +short txt <keyword>.wp.dg.cx	1386
1610	sshfs name@server:/path/to/folder /path/to/mount/point	1387
1611	mount -t tmpfs tmpfs /mnt -o size=1024m	1388
1612	wget --random-wait -r -p -e robots=off -U mozilla http://www.example.com	1389
1613	ctrl-l	1390
1614	ssh user@host cat /path/to/remotefile | diff /path/to/localfile -	1391
1615	ssh -t reachable_host ssh unreachable_host	1392
1616	curl -u user:pass -d status="Tweeting from the shell" http://twitter.com/statuses/update.xml	1393
1617	time read (ctrl-d to stop)	1394
1618	while sleep 1;do tput sc;tput cup 0 $(($(tput cols)-29));date;tput rc;done &	1395
1619	less +F somelogfile	1396
1620	disown -a && exit	1397
1621	telnet towel.blinkenlights.nl	1398
1622	sudo !!	1399
1623	python -m SimpleHTTPServer	1400
1624	^foo^bar	1401
1625	ctrl-x e	1402
1626	'ALT+.' or '<ESC> .'	1403
1627	mount | column -t	1404
1628	reset	1405
1629	curl ifconfig.me	1406
1630	echo "ls -l" | at midnight	1407
1631	man ascii	1408
1632	dd if=/dev/dsp | ssh -c arcfour -C username@host dd of=/dev/dsp	1409
1633	<ctrl+u> [...] <ctrl+y>	1410
1634	dig +short txt <keyword>.wp.dg.cx	1411
1635	sshfs name@server:/path/to/folder /path/to/mount/point	1412
1636	mount -t tmpfs tmpfs /mnt -o size=1024m	1413
1637	wget --random-wait -r -p -e robots=off -U mozilla http://www.example.com	1414
1638	ctrl-l	1415
1639	ssh user@host cat /path/to/remotefile | diff /path/to/localfile -	1416
1640	ssh -t reachable_host ssh unreachable_host	1417
1641	curl -u user:pass -d status="Tweeting from the shell" http://twitter.com/statuses/update.xml	1418
1642	time read (ctrl-d to stop)	1419
1643	while sleep 1;do tput sc;tput cup 0 $(($(tput cols)-29));date;tput rc;done &	1420
1644	less +F somelogfile	1421
1645	disown -a && exit	1422
1646	telnet towel.blinkenlights.nl	1423
1647	getconf LONG_BIT	1424
1648	history | awk '{a[$2]++}END{for(i in a){print a[i] " " i}}' | sort -rn | head	1425
1649	echo "You can simulate on-screen typing just like in the movies" | pv -qL 10	1426
1650	ping -i 60 -a IP_address	1427
1651	<alt> + <print screen/sys rq> + <R> - <S> - <E> - <I> - <U> - <B>	1428
1652	mv filename.{old,new}	1429
1653	ps aux | sort -nk +4 | tail	1430
1654	rm !(*.foo|*.bar|*.baz)	1431
1655	pushd /tmp	1432
1656	echo "!!" > foo.sh	1433
1657	lsof -i	1434
1658	some_very_long_and_complex_command # label	1435
1659	\[command]	1436
1660	lsof -P -i -n	1437
1661	diff <(sort file1) <(sort file2)	1438
1662	!*	1439
1663	echo "The date is: $(date +%D)"	1440
1664	nc -v -l 80 < file.ext	1441
1665	man hier	1442
1666	awk '/start_pattern/,/stop_pattern/' file.txt	1443
1667	CDPATH=:..:~:~/projects	1444
1668	ifconfig | convert label:@- ip.png	1445
1669	vim -x <FILENAME>	1446
1670	awk '!x[$0]++' <file>	1447
1671	ssh-copy-id username@hostname	1448
1672	find -not -empty -type f -printf "%s\n" | sort -rn | uniq -d | xargs -I{} -n1 find -type f -size {}c	1449
1673	fuser -k filename	1450
1674	!:-	1451
1675	python -m smtpd -n -c DebuggingServer localhost:1025	1452
1676	cat /etc/issue	1453
1677	ps aux | grep [p]rocess-name	1454
1678	wget -qO - "http://www.tarball.com/tarball.gz" | tar zxvf -	1455
1679	cat ~/.ssh/id_rsa.pub | ssh user@machine "mkdir ~/.ssh; cat >> ~/.ssh/authorized_keys"	1456
1680	tr -c "[:digit:]" " " < /dev/urandom | dd cbs=$COLUMNS conv=unblock | GREP_COLOR="1;32" grep --color	1457
1681	rename 'y/ /_/' *	1458
1682	mplayer -ao pcm -vo null -vc dummy -dumpaudio -dumpfile <output-file> <input-file>	1459
1683	translate(){ wget -qO- "http://ajax.googleapis.com/ajax/services/language/translate?v=1.0&q=$1&langp	1460
1684	ESC *	1461
1685	fc	1462
1686	sudo dd if=/dev/mem | cat | strings	1463
1687	ls -R | grep ":$" | sed -e 's/:$//' -e 's/[^-][^\/]*\//--/g' -e 's/^/   /' -e 's/-/|/'	1464
1688	strace -ff -e trace=write -e write=1,2 -p SOME_PID	1465
1689	pv sourcefile > destfile	1466
1690	? () { echo "$*" | bc -l; }	1467
1691	readom dev=/dev/scd0 f=/path/to/image.iso	1468
1692	mkdir /home/foo/doc/bar && cd $_	1469
1693	man -t manpage | ps2pdf - filename.pdf	1470
1694	i="8uyxVmdaJ-w";mplayer -fs $(curl -s "http://www.youtube.com/get_video_info?&video_id=$i" | echo -e	1471
1695	mkdir -p a/long/directory/path	1472
1696	alias 'ps?'='ps ax | grep '	1473
1697	read day month year <<< $(date +'%d %m %y')	1474
1698	rm -f !(survivior.txt)	1475
1699	git add -u	1476
1700	vim scp://username@host//path/to/somefile	1477
1701	^Z $bg $disown	1478
1702	strings /dev/urandom | grep -o '[[:alnum:]]' | head -n 30 | tr -d '\n'; echo	1479
1703	ss -p	1480
1704	netstat -an | grep ESTABLISHED | awk '{print $5}' | awk -F: '{print $1}' | sort | uniq -c | awk '{ p	1481
1705	ffmpeg -f x11grab -r 25 -s 800x600 -i :0.0 /tmp/outputFile.mpg	1482
1706	pv access.log | gzip > access.log.gz	1483
1707	grep -RnisI <pattern> *	1484
1708	watch -n 1 mysqladmin --user=<user> --password=<password> processlist	1485
1709	du -s * | sort -n | tail	1486
1710	for code in {0..255}; do echo -e "\e[38;05;${code}m $code: Test"; done	1487
1711	find . -type d -empty -delete	1488
1712	watch -t -n1 "date +%T|figlet"	1489
1713	date -d@1234567890	1490
1714	curl wttr.in/seville	1491
1715	curl -u username:password --silent "https://mail.google.com/mail/feed/atom" | tr -d '\n' | awk -F '<	1492
1716	cmdfu(){ curl "http://www.commandlinefu.com/commands/matching/$@/$(echo -n $@ | openssl base64)/plai	1493
1717	dd if=/dev/zero of=/dev/null bs=1M count=32768	1494
1718	cat /dev/urandom | hexdump -C | grep "ca fe"	1495
1719	chmod --reference file1 file2	1496
1720	gs -q -dNOPAUSE -dBATCH -sDEVICE=pdfwrite -sOutputFile=OUTPUT.pdf -c .setpdfwrite -f INPUT.pdf	1497
1721	notify-send ["<title>"] "<body>"	1498
1722	dpkg -S /usr/bin/ls	1499
1723	mount /path/to/file.iso /mnt/cdrom -oloop	1500
1724	ssh-keygen -R <the_offending_host>	1501
1725	sed -n 5p <file>	1502
1726	open .	1503
1727	ssh -MNf <user>@<host>	1504
1728	echo "rm -rf /unwanted-but-large/folder" | batch	1505
1729	cp file.txt{,.bak}	1506
1730	timeout 5s COMMAND	1507
1731	ssh -t remote_host screen -r	1508
1732	ps awwfux | less -S	1509
1733	bind -P	1510
1734	rtfm() { help $@ || man $@ || $BROWSER "http://www.google.com/search?q=$@"; }	1511
1735	diff <(lsof -p 1234) <(sleep 10; lsof -p 1234)	1512
1736	tar -tf <file.tar.gz> | xargs rm -r	1513
1737	script -qf | tee >(nc -kl 5000) >(nc -kl 5001) >(nc -kl 5002)	1514
1738	ssh -t hostA ssh hostB	1515
1739	lsof -i tcp:80	1516
1740	curl ifconfig.me	1517
1741	until !!; do :; done	1518
1742	date --set="$(ssh user@server date)"	1519
1743	google docs edit --title "To-Do List" --editor vim	1520
1744	sudo touch /forcefsck	1521
1745	ls -d */	1522
1746	% screen -r someuser/	1523
1747	wget -q -U Mozilla -O output.mp3 "http://translate.google.com/translate_tts?ie=UTF-8&tl=en&q=hello+w	1524
1748	wget -r -l1 --no-parent -nH -nd -P/tmp -A".gif,.jpg" http://example.com/images	1525
1749	wget http://www.youtube.com/watch?v=dQw4w9WgXcQ -qO- | sed -n "/fmt_url_map/{s/[\'\"\|]/\n/g;p}" | s	1526
1750	python -m http.server	1527
1751	dig +short myip.opendns.com @resolver1.opendns.com	1528
1752	watch -n 1 'echo "obase=2;`date +%s`" | bc'	1529
1753	du -b --max-depth 1 | sort -nr | perl -pe 's{([0-9]+)}{sprintf "%.1f%s", $1>=2**30? ($1/2**30, "G"):	1530
1754	ssh root@remote.host "rpm -qa" | xargs yum -y install	1531
1755	lsmod | perl -e 'print "digraph \"lsmod\" {";<>;while(<>){@_=split/\s+/; print "\"$_[0]\" -> \"$_\"\	1532
1756	diff <(cd dir1 && find | sort) <(cd dir2 && find | sort)	1533
1757	:<C-R><C-W>	1534
1758	leave +15	1535
1759	mkdir -p work/{d1,d2}/{src,bin,bak}	1536
1760	youtube-dl -t --extract-audio --audio-format mp3 YOUTUBE_URL_HERE	1537
1761	grep ^Dirty /proc/meminfo	1538
1762	echo "tee can split a pipe in two"|tee >(rev) >(tr ' ' '_')	1539
1763	lsof -P -i -n | cut -f 1 -d " "| uniq | tail -n +2	1540
1764	for I in $(mysql -e 'show databases' -s --skip-column-names); do mysqldump $I | gzip > "$I.sql.gz"; 	1541
1765	knock <host> 3000 4000 5000 && ssh -p <port> user@host && knock <host> 5000 4000 3000	1542
1766	export HISTTIMEFORMAT="%F %T "	1543
1767	find ./ -type f -exec chmod 644 {} \;	1544
1768	sudo find / -mmin 60 -type f	1545
1769	showkey -a	1546
1770	cp /work/host/phone/ui/main.cpp !#$:s/host/target	1547
1771	find . -name "*.[ch]" -exec grep -i -H "search pharse" {} \;	1548
1772	mkfifo /tmp/fifo; cat /tmp/fifo | nc -l -p 1234 | tee -a to.log | nc machine port | tee -a from.log 	1549
1773	wget -qO - http://infiltrated.net/blacklisted|awk '!/#|[a-z]/&&/./{print "iptables -A INPUT -s "$1" 	1550
1774	echo | openssl s_client -connect www.google.com:443 2>/dev/null |openssl x509 -dates -noout	1551
1775	find . -type f -newermt "2010-01-01" ! -newermt "2010-06-01"	1552
1776	[enter]~?	1553
1777	ssh host -l user $(<cmd.txt)	1554
1778	md () { mkdir -p "$@" && cd "$@"; }	1555
1779	grep --color=always | less -R	1556
1780	awk '{$1=$3=""}1' file	1557
1781	ls !(*.gz)	1558
1782	arecord -f dat | ssh -C user@host aplay -f dat	1559
1783	ssh root@server.com 'tshark -f "port !22" -w -' | wireshark -k -i -	1560
1784	echo $(sudo lshw -businfo | grep -B 1 -m 1 $(df "/path/to/file" | tail -1 | awk '{print $1}' | cut -	1561
1785	sed -i 8d ~/.ssh/known_hosts	1562
1786	:w !sudo tee > /dev/null %	1563
1787	grep . filename > newfilename	1564
1788	history -d	1565
1789	echo ${SSH_CLIENT%% *}	1566
1790	echo $[RANDOM%X+1]	1567
1791	lsof -Pan -i tcp -i udp	1568
1792	alias dush="du -sm *|sort -n|tail"	1569
1793	tar --exclude-vcs -cf src.tar src/	1570
1794	kill -9 $$	1571
1795	ssh -t user@some.domain.com /usr/bin/screen -xRR	1572
1796	mysqldump --add-drop-table --extended-insert --force --log-error=error.log -uUSER -pPASS OLD_DB_NAME	1573
1797	for file in `ls *.pdf`; do convert -verbose -colorspace RGB -resize 800 -interlace none -density 300	1574
1798	diff <(lsusb) <(sleep 3s && lsusb)	1575
1799	find / -type f -size +500M	1576
1800	<ctrl+z> fg; notify_me	1577
1801	:TOhtml	1578
1802	yes | pv | ssh $host "cat > /dev/null"	1579
1803	lshw -html > hardware.html	1580
1804	:mksession! <filename>	1581
1805	ssh remotehost 'dpkg --get-selections' | dpkg --set-selections && dselect install	1582
1806	bind -x '"\C-l":ls -l'	1583
1807	DISPLAY=:0.0 import -window root /tmp/shot.png	1584
1808	grep -Fx -f file1 file2	1585
1809	pdftotext [file] - | grep 'YourPattern'	1586
1810	apt-get install most && update-alternatives --set pager /usr/bin/most	1587
1811	tar -cf - . | pv -s $(du -sb . | awk '{print $1}') | gzip > out.tgz	1588
1812	nl	1589
1813	date -d @1234567890	1590
1814	sudo strings /dev/mem	1591
1815	diff <(echo "$a") <(echo "$b")	1592
1816	tidy -xml -i -m [file]	1593
1817	tar --create --file - --posix --gzip -- <dir> | openssl enc -e -aes256 -out <file>	1594
1818	bc <<< 'obase=60;299'	1595
1819	alias head='head -n $((${LINES:-`tput lines 2>/dev/null||echo -n 12`} - 2))'	1596
1820	some_command > >(/bin/cmd_for_stdout) 2> >(/bin/cmd_for_stderr)	1597
1821	killall -STOP -m firefox	1598
1822	curl -Is slashdot.org | egrep '^X-(F|B|L)' | cut -d \- -f 2	1599
1823	lynx -accept_all_cookies -cmd_script=/your/keystroke-file	1600
1824	bash -x ./post_to_commandlinefu.sh	1601
1825	[[ test_condition ]] && if_true_do_this || otherwise_do_that	1602
1826	svn log -q|grep "|"|awk "{print \$3}"|sort|uniq -c|sort -nr	1603
1827	CTRL + T	1604
1828	( command & )	1605
1829	rm *.txt <TAB> <TAB>	1606
1830	vi +/pattern [file]	1607
1831	PROMPT_COMMAND='if [ $RANDOM -le 3200 ]; then printf "\0337\033[%d;%dH\033[4%dm \033[m\0338" $((RAND	1608
1832	read -sn 1 -p "Press any key to continue..."	1609
1833	curl ip.appspot.com	1610
1834	dpkg-query -Wf '${Installed-Size}\t${Package}\n' | sort -n	1611
1835	clfavs(){ URL="http://www.commandlinefu.com";wget -O - --save-cookies c --post-data "username=$1&pas	1612
1836	echo "foo" > /dev/tcp/192.168.1.2/25	1613
1837	( ( sleep 2h; your-command your-args ) & )	1614
1838	cd !$:h	1615
1839	perl -e 'print "P1\n256 256\n", map {$_&($_>>8)?1:0} (0..0xffff)' | display	1616
1840	./my-really-long-job.sh && notify-send "Job finished"	1617
1841	command | figlet	1618
1842	lsof -c dhcpd	1619
1843	stat -c '%A %a %n' *	1620
1844	$ grep -rl oldstring . |xargs sed -i -e 's/oldstring/newstring/'	1621
1845	xset dpms force standby	1622
1846	nc -l -p 2000 -c "nc example.org 3000"	1623
1847	man -t UNIX_COMMAND | open -f -a preview	1624
1848	ctrl-t	1625
1849	netstat -ant | awk '{print $NF}' | grep -v '[a-z]' | sort | uniq -c	1626
1850	file -s /dev/sd*	1627
1851	cut -f5 --complement	1628
1852	grep -a -B 25 -A 100 'some string in the file' /dev/sda1 > results.txt	1629
1853	<ESC> .	1630
1854	xkcd(){ wget -qO- http://xkcd.com/|tee >(feh $(grep -Po '(?<=")http://imgs[^/]+/comics/[^"]+\.\w{3}'	1631
1855	(echo CD_DA; for f in {01..99}; do echo "$f Hz">&2; sox -nt cdda -r44100 -c2 $f.cdda synth 30 sine $	1632
1856	sed -r "s/\x1B\[([0-9]{1,2}(;[0-9]{1,2})?)?[m|K]//g"	1633
1857	tar -cj /backup | cstream -t 777k | ssh host 'tar -xj -C /backup'	1634
1858	sl	1635
1859	sudo zcat /var/log/auth.log.*.gz | awk '/Failed password/&&!/for invalid user/{a[$9]++}/Failed passw	1636
1860	lynx -dump http://www.ip-adress.com/ip_tracer/?QRY=$1|grep address|egrep 'city|state|country'|awk '{	1637
1861	find ~ -name '*.sqlite' -exec sqlite3 '{}' 'VACUUM;' \;	1638
1862	read -s pass; echo $pass | md5sum | base64 | cut -c -16	1639
1863	column -tns: /etc/passwd	1640
1864	fdupes -r .	1641
1865	script -t /tmp/mylog.out 2>/tmp/mylog.time; <do your work>; <CTRL-D>; scriptreplay /tmp/mylog.time /	1642
1866	bind '"\C-l":"ls -l\n"'	1643
1867	ls -Q	1644
1868	alias busy='my_file=$(find /usr/include -type f | sort -R | head -n 1); my_len=$(wc -l $my_file | aw	1645
1869	dd if=/dev/sda | tee >(dd of=/dev/sdb) | dd of=/dev/sdc	1646
1870	bbcradio() { local s PS3="Select a station: ";select s in 1 1x 2 3 4 5 6 7 "Asian Network an" "Natio	1647
1871	nethogs -p eth0	1648
1872	timeout 10 sleep 11	1649
1873	svn diff | view -	1650
1874	grep -lir "some text" *	1651
1875	gnuplot -persist <(echo "plot '<(sort -n listOfNumbers.txt)' with lines")	1652
1876	true && { echo success;} || { echo failed; }	1653
1877	rsync --partial --progress --rsh=ssh  $file_source $user@$host:$destination_file	1654
1878	some_command | tee >(command1) >(command2) >(command3) ... | command4	1655
1879	tail -10000 access_log | awk '{print $1}' | sort | uniq -c | sort -n | tail	1656
1880	tail -f file | while read; do echo "$(date +%T.%N) $REPLY"; done	1657
1881	<COMMAND> |:	1658
1882	shuf -n4 /usr/share/dict/words | tr -d '\n'	1659
1883	ln -nsf <TARGET> <LINK>	1660
1884	echo "GRUB_INIT_TUNE=\"1000 334 1 334 1 0 1 334 1 0 1 261 1 334 1 0 1 392 2 0 4 196 2\"" | sudo tee 	1661
1885	diff <(wget -q -O - URL1) <(wget -q -O - URL2)	1662
1886	~.	1663
1887	ps hax -o user | sort | uniq -c	1664
1888	rename 'y/A-Z/a-z/' *	1665
1889	touch /tmp/file ; $EXECUTECOMMAND ; find /path -newer /tmp/file	1666
1890	tr : '\n' <<<$PATH	1667
1891	ffmpeg -vcodec copy -acodec copy -i orginalfile -ss 00:01:30 -t 0:0:20 newfile	1668
1892	history | awk '{print $2}' | sort | uniq -c | sort -rn | head	1669
1893	sed '1000000!d;q' < massive-log-file.log	1670
1894	nocache <I/O-heavy-command>	1671
1895	getconf LONG_BIT	1672
1896	dmesg -T|sed -e 's|\(^.*'`date +%Y`']\)\(.*\)|\x1b[0;34m\1\x1b[0m - \2|g'	1673
1897	for i in ?.ogg; do mv $i 0$i; done	1674
1898	sudo cpulimit -p pid -l 50	1675
1899	<ESC> v or ctrl-x ctrl-e	1676
1900	ssh -f -L 5900:localhost:5900 your.ssh.server "x11vnc -safer -localhost -nopw -once -display :0"; vi	1677
1901	nmap -sP 192.168.1.0/24	1678
1902	alias dateh='date --help|sed -n "/^ *%%/,/^ *%Z/p"|while read l;do F=${l/% */}; date +%$F:"|'"'"'${F	1679
1903	echo {1..199}" bottles of beer on the wall, cold bottle of beer, take one down, pass it around, one 	1680
1904	[ -t 0 ] || exit 1	1681
1905	echo -e "\e[32m"; while :; do for i in {1..16}; do r="$(($RANDOM % 2))"; if [[ $(($RANDOM % 5)) == 1	1682
1906	/sbin/kexec -l /boot/$KERNEL --append="$KERNELPARAMTERS" --initrd=/boot/$INITRD; sync; /sbin/kexec -	1683
1907	some command|xsel --clipboard	1684
1908	diff -urp /originaldirectory /modifieddirectory	1685
1909	find -L /path/to/check -type l -delete	1686
1910	ls -hog	1687
1911	git rm $(git ls-files --deleted)	1688
1912	(mountpoint -q "/media/mpdr1" && df /media/mpdr1/* > /dev/null 2>&1) || ((sudo umount "/media/mpdr1"	1689
1913	sudo tcpdump -i wlan0 -n ip | awk '{ print gensub(/(.*)\..*/,"\\1","g",$3), $4, gensub(/(.*)\..*/,"\	1690
1914	ssh user@host "tar -zcf - /path/to/dir" > dir.tar.gz	1691
1915	df -P | column -t	1692
1916	wall <<< "Broadcast This"	1693
1917	telnet towel.blinkenlights.nl 666	1694
1918	sudo dd if=/dev/sdc bs=4096 | pv -s 2G | sudo dd bs=4096 of=~/USB_BLACK_BACKUP.IMG	1695
1919	echo "export DISPLAY=:0; export XAUTHORITY=~/.Xauthority; notify-send test" | at now+1minute	1696
1920	udevadm monitor	1697
1921	for db in $(mysql -e 'show databases' -s --skip-column-names); do mysqldump $db | gzip > "/backups/m	1698
1922	ncdu	1699
1923	bash-hotkey: <CTRL+x+e>	1700
1924	pwdx pid	1701
1925	autossh -M50000 -t server.example.com 'screen -raAd mysession'	1702
1926	echo "obase=2; 27" | bc -l	1703
1927	set -o vi	1704
1928	ssh-keygen; ssh-copy-id user@host; ssh user@host	1705
1929	taskset -c 0 your_command	1706
1930	rename 'y/A-Z/a-z/' *	1707
1931	curl ipinfo.io	1708
1932	ncat -vlm 5 --ssl --chat 9876	1709
1933	dig +short which.opendns.com txt @208.67.220.220	1710
1934	zdump Japan America/New_York	1711
1935	sed -i <file> -re '<start>,<end>d'	1712
1936	echo "This text gets stamped on the top of the pdf pages." | enscript -B -f Courier-Bold16 -o- | ps2	1713
1937	awk 'BEGIN{FS=":"; print "digraph{"}{split($4, a, ","); for (i in a) printf "\"%s\" [shape=box]\n\"%	1714
1938	while true; do nc -l 7000 | tar -xvf -; done	1715
1939	\foo	1716
1940	mkfifo foo; script -f foo	1717
1941	mycommand 2> >(while read line; do echo -e "\e[01;31m$line\e[0m"; done)	1718
1942	au BufWritePost * if getline(1) =~ "^#!" | if getline(1) =~ "/bin/" | silent !chmod +x <afile> | end	1719
1943	convert *.jpg output.pdf	1720
1944	:g/^$/d	1721
1945	date +%V	1722
1946	find . -type f -print0|xargs -0 md5sum|sort|perl -ne 'chomp;$ph=$h;($h,$f)=split(/\s+/,$_,2);print "	1723
